date,sector,compra,compra_pc,venda,net,net_pc
2005-01-14,Pessoa Jurídica Não Financeira,1150,0.49,950,200,0.08999999999999997
2005-01-17,Bancos,201395,83.34,210570,-9175,-3.799999999999997
2005-01-17,Invest Institucional Nacional,31810,13.16,24627,7183,2.9700000000000006
2005-01-17,Investidores Não Residentes,7230,2.99,5478,1752,0.7200000000000002
2005-01-17,Pessoa Física,58,0.02,18,40,0.01
2005-01-17,Pessoa Jurídica Não Financeira,1150,0.48,950,200,0.08999999999999997
2005-01-18,Bancos,206495,83.44,215550,-9055,-3.6599999999999966
2005-01-18,DTVM'S e Corretoras de Valores,0,0,30,-30,-0.01
2005-01-18,Invest Institucional Nacional,32044,12.95,25231,6813,2.75
2005-01-18,Investidores Não Residentes,7730,3.12,5698,2032,0.8200000000000003
2005-01-18,Pessoa Física,58,0.02,18,40,0.01
2005-01-18,Pessoa Jurídica Não Financeira,1150,0.46,950,200,0.08000000000000002
2005-01-19,Bancos,208895,83.26,218000,-9105,-3.6299999999999955
2005-01-19,Invest Institucional Nacional,33105,13.2,26388,6717,2.6799999999999997
2005-01-19,Investidores Não Residentes,7680,3.06,5532,2148,0.8599999999999999
2005-01-19,Pessoa Física,58,0.02,18,40,0.01
2005-01-19,Pessoa Jurídica Não Financeira,1150,0.46,950,200,0.08000000000000002
2005-01-20,Bancos,208895,82.5,220300,-11405,-4.510000000000005
2005-01-20,Invest Institucional Nacional,33315,13.16,26433,6882,2.7200000000000006
2005-01-20,Investidores Não Residentes,9780,3.86,5497,4283,1.69
2005-01-20,Pessoa Física,58,0.02,18,40,0.01
2005-01-20,Pessoa Jurídica Não Financeira,1150,0.45,950,200,0.07
2005-01-21,Bancos,227445,83.48,239905,-12460,-4.569999999999993
2005-01-21,DTVM'S e Corretoras de Valores,300,0.11,0,300,0.11
2005-01-21,Invest Institucional Nacional,33740,12.38,26483,7257,2.66
2005-01-21,Investidores Não Residentes,9680,3.55,5097,4583,1.6799999999999997
2005-01-21,Pessoa Física,108,0.04,18,90,0.03
2005-01-21,Pessoa Jurídica Não Financeira,1180,0.43,950,230,0.08000000000000002
2005-01-24,Bancos,236845,83.96,249375,-12530,-4.440000000000012
2005-01-24,DTVM'S e Corretoras de Valores,200,0.07,0,200,0.07
2005-01-24,Invest Institucional Nacional,33880,12.01,26470,7410,2.629999999999999
2005-01-24,Investidores Não Residentes,9880,3.5,5280,4600,1.63
2005-01-24,Pessoa Física,108,0.04,18,90,0.03
2005-01-24,Pessoa Jurídica Não Financeira,1180,0.42,950,230,0.07999999999999996
2005-01-26,Bancos,240545,84.66,252910,-12365,-4.3500000000000085
2005-01-26,DTVM'S e Corretoras de Valores,100,0.04,0,100,0.04
2005-01-26,Invest Institucional Nacional,32415,11.41,24970,7445,2.620000000000001
2005-01-26,Investidores Não Residentes,9780,3.44,5280,4500,1.5799999999999998
2005-01-26,Pessoa Física,108,0.04,18,90,0.03
2005-01-26,Pessoa Jurídica Não Financeira,1180,0.42,950,230,0.08999999999999997
2005-01-27,Bancos,243440,84.67,255905,-12465,-4.329999999999998
2005-01-27,DTVM'S e Corretoras de Valores,300,0.1,0,300,0.1
2005-01-27,Invest Institucional Nacional,32415,11.27,25170,7245,2.5199999999999996
2005-01-27,Investidores Não Residentes,9780,3.4,5480,4300,1.49
2005-01-27,Pessoa Física,108,0.04,18,90,0.03
2005-01-27,Pessoa Jurídica Não Financeira,1480,0.51,950,530,0.18
2005-01-28,Bancos,250540,84.68,251605,-1065,-0.35999999999999943
2005-01-28,DTVM'S e Corretoras de Valores,400,0.14,0,400,0.14
2005-01-28,Invest Institucional Nacional,33165,11.21,37557,-4392,-1.4799999999999986
2005-01-28,Investidores Não Residentes,9780,3.31,5743,4037,1.37
2005-01-28,Pessoa Física,108,0.04,18,90,0.03
2005-01-28,Pessoa Jurídica Não Financeira,1880,0.64,950,930,0.32
2005-01-31,Bancos,256890,84.13,251605,5285,1.7299999999999898
2005-01-31,DTVM'S e Corretoras de Valores,400,0.13,50,350,0.11
2005-01-31,Invest Institucional Nacional,34764,11.39,46935,-12171,-3.9799999999999986
2005-01-31,Investidores Não Residentes,11001,3.6,5785,5216,1.7100000000000002
2005-01-31,Pessoa Física,108,0.04,18,90,0.03
2005-01-31,Pessoa Jurídica Não Financeira,2180,0.71,950,1230,0.39999999999999997
2005-02-01,Bancos,230520,86.62,223125,7395,2.7700000000000102
2005-02-01,Invest Institucional Nacional,26204,9.85,37885,-11681,-4.390000000000001
2005-02-01,Investidores Não Residentes,8231,3.09,4285,3946,1.4799999999999998
2005-02-01,Pessoa Física,38,0.01,18,20,0
2005-02-01,Pessoa Jurídica Não Financeira,1120,0.42,800,320,0.12
2005-02-02,Bancos,237370,85.53,231335,6035,2.180000000000007
2005-02-02,Invest Institucional Nacional,30324,10.93,40905,-10581,-3.8100000000000005
2005-02-02,Investidores Não Residentes,8631,3.11,4485,4146,1.4899999999999998
2005-02-02,Pessoa Física,38,0.01,18,20,0
2005-02-02,Pessoa Jurídica Não Financeira,1180,0.43,800,380,0.14
2005-02-03,Bancos,239890,84.48,236255,3635,1.2800000000000011
2005-02-03,DTVM'S e Corretoras de Valores,100,0.04,0,100,0.04
2005-02-03,Invest Institucional Nacional,34282,12.07,43063,-8781,-3.0999999999999996
2005-02-03,Investidores Não Residentes,8473,2.98,3827,4646,1.63
2005-02-03,Pessoa Física,38,0.01,18,20,0
2005-02-03,Pessoa Jurídica Não Financeira,1180,0.42,800,380,0.13999999999999996
2005-02-04,Bancos,244340,84.57,240255,4085,1.4099999999999966
2005-02-04,DTVM'S e Corretoras de Valores,250,0.09,100,150,0.06
2005-02-04,Invest Institucional Nacional,33932,11.74,44113,-10181,-3.5299999999999994
2005-02-04,Investidores Não Residentes,9173,3.18,3627,5546,1.9200000000000002
2005-02-04,Pessoa Física,38,0.01,18,20,0
2005-02-04,Pessoa Jurídica Não Financeira,1180,0.41,800,380,0.12999999999999995
2005-02-09,Bancos,245140,84.59,240655,4485,1.5499999999999972
2005-02-09,DTVM'S e Corretoras de Valores,250,0.09,100,150,0.06
2005-02-09,Invest Institucional Nacional,33922,11.71,44103,-10181,-3.51
2005-02-09,Investidores Não Residentes,9273,3.2,4127,5146,1.7800000000000002
2005-02-09,Pessoa Física,38,0.01,18,20,0
2005-02-09,Pessoa Jurídica Não Financeira,1180,0.41,800,380,0.12999999999999995
2005-02-10,Bancos,246640,84.53,242155,4485,1.5400000000000063
2005-02-10,DTVM'S e Corretoras de Valores,250,0.09,100,150,0.06
2005-02-10,Invest Institucional Nacional,34492,11.82,45173,-10681,-3.66
2005-02-10,Investidores Não Residentes,9173,3.14,3527,5646,1.9300000000000002
2005-02-10,Pessoa Física,38,0.01,18,20,0
2005-02-10,Pessoa Jurídica Não Financeira,1180,0.4,800,380,0.13
2005-02-11,Bancos,245490,84.3,241755,3735,1.289999999999992
2005-02-11,DTVM'S e Corretoras de Valores,250,0.09,100,150,0.06
2005-02-11,Invest Institucional Nacional,34592,11.88,45023,-10431,-3.58
2005-02-11,Investidores Não Residentes,9673,3.32,3527,6146,2.11
2005-02-11,Pessoa Física,38,0.01,18,20,0
2005-02-11,Pessoa Jurídica Não Financeira,1180,0.41,800,380,0.13999999999999996
2005-02-14,Bancos,246090,84.39,241355,4735,1.6299999999999955
2005-02-14,DTVM'S e Corretoras de Valores,250,0.09,100,150,0.06
2005-02-14,Invest Institucional Nacional,34392,11.79,45823,-11431,-3.9200000000000017
2005-02-14,Investidores Não Residentes,9673,3.32,3527,6146,2.11
2005-02-14,Pessoa Física,38,0.01,18,20,0
2005-02-14,Pessoa Jurídica Não Financeira,1180,0.4,800,380,0.13
2005-02-15,Bancos,251440,84.61,248155,3285,1.0999999999999943
2005-02-15,DTVM'S e Corretoras de Valores,250,0.08,100,150,0.05
2005-02-15,Invest Institucional Nacional,34392,11.57,45023,-10631,-3.58
2005-02-15,Investidores Não Residentes,9873,3.32,3527,6346,2.13
2005-02-15,Pessoa Física,38,0.01,18,20,0
2005-02-15,Pessoa Jurídica Não Financeira,1180,0.4,350,830,0.28
2005-02-16,Bancos,251840,84.29,249755,2085,0.7000000000000028
2005-02-16,DTVM'S e Corretoras de Valores,250,0.08,100,150,0.05
2005-02-16,Invest Institucional Nacional,34692,11.61,45023,-10331,-3.460000000000001
2005-02-16,Investidores Não Residentes,10773,3.61,3527,7246,2.4299999999999997
2005-02-16,Pessoa Física,38,0.01,18,20,0
2005-02-16,Pessoa Jurídica Não Financeira,1180,0.39,350,830,0.27
2005-02-17,Bancos,255640,83.79,253815,1825,0.5900000000000034
2005-02-17,DTVM'S e Corretoras de Valores,250,0.08,100,150,0.05
2005-02-17,Invest Institucional Nacional,36322,11.91,46173,-9851,-3.2200000000000006
2005-02-17,Investidores Não Residentes,11653,3.82,4627,7026,2.3
2005-02-17,Pessoa Física,38,0.01,18,20,0
2005-02-17,Pessoa Jurídica Não Financeira,1180,0.39,350,830,0.28
2005-02-18,Bancos,257390,83.75,255865,1525,0.5
2005-02-18,DTVM'S e Corretoras de Valores,250,0.08,100,150,0.05
2005-02-18,Invest Institucional Nacional,36522,11.88,46173,-9651,-3.139999999999999
2005-02-18,Investidores Não Residentes,11953,3.89,4827,7126,2.3200000000000003
2005-02-18,Pessoa Física,38,0.01,18,20,0
2005-02-18,Pessoa Jurídica Não Financeira,1180,0.38,350,830,0.27
2005-02-21,Bancos,269740,82.1,268415,1325,0.3999999999999915
2005-02-21,DTVM'S e Corretoras de Valores,250,0.08,100,150,0.05
2005-02-21,Invest Institucional Nacional,44972,13.69,54523,-9551,-2.910000000000002
2005-02-21,Investidores Não Residentes,12353,3.76,5227,7126,2.17
2005-02-21,Pessoa Física,38,0.01,18,20,0
2005-02-21,Pessoa Jurídica Não Financeira,1180,0.36,250,930,0.27999999999999997
2005-02-22,Bancos,271090,81.75,271275,-185,-0.060000000000002274
2005-02-22,DTVM'S e Corretoras de Valores,250,0.08,100,150,0.05
2005-02-22,Invest Institucional Nacional,46682,14.08,54723,-8041,-2.42
2005-02-22,Investidores Não Residentes,12353,3.73,5227,7126,2.15
2005-02-22,Pessoa Física,38,0.01,18,20,0
2005-02-22,Pessoa Jurídica Não Financeira,1180,0.36,250,930,0.27999999999999997
2005-02-23,Bancos,288090,82.31,289375,-1285,-0.37000000000000455
2005-02-23,DTVM'S e Corretoras de Valores,250,0.07,100,150,0.04000000000000001
2005-02-23,Invest Institucional Nacional,47182,13.48,54756,-7574,-2.16
2005-02-23,Investidores Não Residentes,13253,3.79,5494,7759,2.2199999999999998
2005-02-23,Pessoa Física,38,0.01,18,20,0
2005-02-23,Pessoa Jurídica Não Financeira,1180,0.34,250,930,0.27
2005-02-24,Bancos,289390,82.38,290235,-845,-0.2400000000000091
2005-02-24,DTVM'S e Corretoras de Valores,250,0.07,100,150,0.04000000000000001
2005-02-24,Invest Institucional Nacional,47682,13.57,55276,-7594,-2.17
2005-02-24,Investidores Não Residentes,12473,3.55,5394,7079,2.01
2005-02-24,Pessoa Física,38,0.01,18,20,0
2005-02-24,Pessoa Jurídica Não Financeira,1440,0.41,250,1190,0.33999999999999997
2005-02-25,Bancos,290740,82.87,308635,-17895,-5.099999999999994
2005-02-25,DTVM'S e Corretoras de Valores,250,0.07,100,150,0.04000000000000001
2005-02-25,Invest Institucional Nacional,45862,13.07,36406,9456,2.6899999999999995
2005-02-25,Investidores Não Residentes,12523,3.57,5444,7079,2.0199999999999996
2005-02-25,Pessoa Física,38,0.01,18,20,0
2005-02-25,Pessoa Jurídica Não Financeira,1440,0.41,250,1190,0.33999999999999997
2005-02-28,Bancos,301640,82.92,322535,-20895,-5.75
2005-02-28,DTVM'S e Corretoras de Valores,250,0.07,100,150,0.04000000000000001
2005-02-28,Invest Institucional Nacional,47112,12.95,36396,10716,2.9399999999999995
2005-02-28,Investidores Não Residentes,12673,3.48,4454,8219,2.26
2005-02-28,Pessoa Física,38,0.01,18,20,0.01
2005-02-28,Pessoa Jurídica Não Financeira,2040,0.56,250,1790,0.49000000000000005
2005-03-01,Bancos,265590,83.21,288165,-22575,-7.070000000000007
2005-03-01,DTVM'S e Corretoras de Valores,50,0.02,0,50,0.02
2005-03-01,Invest Institucional Nacional,41075,12.87,27590,13485,4.229999999999999
2005-03-01,Investidores Não Residentes,11450,3.59,3260,8190,2.57
2005-03-01,Pessoa Física,38,0.01,18,20,0
2005-03-01,Pessoa Jurídica Não Financeira,980,0.31,150,830,0.26
2005-03-02,Bancos,271845,83.52,292715,-20870,-6.410000000000011
2005-03-02,Invest Institucional Nacional,41075,12.62,28590,12485,3.84
2005-03-02,Investidores Não Residentes,11550,3.55,4010,7540,2.32
2005-03-02,Pessoa Física,38,0.01,18,20,0
2005-03-02,Pessoa Jurídica Não Financeira,980,0.3,155,825,0.25
2005-03-03,Bancos,272545,83.52,293865,-21320,-6.530000000000001
2005-03-03,Invest Institucional Nacional,41125,12.6,28290,12835,3.9299999999999997
2005-03-03,Investidores Não Residentes,11550,3.54,3710,7840,2.4000000000000004
2005-03-03,Pessoa Física,38,0.01,18,20,0
2005-03-03,Pessoa Jurídica Não Financeira,1080,0.33,455,625,0.19
2005-03-04,Bancos,277145,83.39,300165,-23020,-6.929999999999993
2005-03-04,Invest Institucional Nacional,41625,12.52,28090,13535,4.07
2005-03-04,Investidores Não Residentes,12550,3.78,3910,8640,2.5999999999999996
2005-03-04,Pessoa Física,38,0.01,18,20,0
2005-03-04,Pessoa Jurídica Não Financeira,980,0.29,155,825,0.24
2005-03-07,Bancos,281275,83.15,306215,-24940,-7.36999999999999
2005-03-07,Invest Institucional Nacional,43865,12.97,27930,15935,4.710000000000001
2005-03-07,Investidores Não Residentes,12110,3.58,3970,8140,2.41
2005-03-07,Pessoa Física,58,0.02,18,40,0.01
2005-03-07,Pessoa Jurídica Não Financeira,980,0.29,155,825,0.24
2005-03-08,Bancos,284675,83.12,310415,-25740,-7.519999999999996
2005-03-08,Invest Institucional Nacional,44115,12.88,27880,16235,4.74
2005-03-08,Investidores Não Residentes,12610,3.68,3970,8640,2.5200000000000005
2005-03-08,Pessoa Física,108,0.03,68,40,0.009999999999999998
2005-03-08,Pessoa Jurídica Não Financeira,980,0.29,155,825,0.24
2005-03-09,Bancos,289925,83.4,315665,-25740,-7.3999999999999915
2005-03-09,Invest Institucional Nacional,44515,12.8,27740,16775,4.82
2005-03-09,Investidores Não Residentes,12110,3.48,4010,8100,2.33
2005-03-09,Pessoa Física,108,0.03,68,40,0.009999999999999998
2005-03-09,Pessoa Jurídica Não Financeira,980,0.28,155,825,0.24000000000000002
2005-03-10,Bancos,299380,83,322645,-23265,-6.450000000000003
2005-03-10,DTVM'S e Corretoras de Valores,0,0,100,-100,-0.03
2005-03-10,Invest Institucional Nacional,47951,13.29,33051,14900,4.129999999999999
2005-03-10,Investidores Não Residentes,12274,3.4,4674,7600,2.0999999999999996
2005-03-10,Pessoa Física,108,0.03,68,40,0.009999999999999998
2005-03-10,Pessoa Jurídica Não Financeira,980,0.27,155,825,0.23
2005-03-11,Bancos,300250,82.8,324565,-24315,-6.700000000000003
2005-03-11,Invest Institucional Nacional,49011,13.52,33061,15950,4.4
2005-03-11,Investidores Não Residentes,12274,3.38,4774,7500,2.0599999999999996
2005-03-11,Pessoa Física,108,0.03,68,40,0.009999999999999998
2005-03-11,Pessoa Jurídica Não Financeira,980,0.27,155,825,0.23
2005-03-14,Bancos,306595,83.05,329810,-23215,-6.290000000000006
2005-03-14,Invest Institucional Nacional,49196,13.33,34346,14850,4.029999999999999
2005-03-14,Investidores Não Residentes,12274,3.32,4774,7500,2.03
2005-03-14,Pessoa Física,108,0.03,68,40,0.009999999999999998
2005-03-14,Pessoa Jurídica Não Financeira,980,0.27,155,825,0.23
2005-03-15,Bancos,333705,84.44,355020,-21315,-5.400000000000006
2005-03-15,Invest Institucional Nacional,48116,12.18,35166,12950,3.2799999999999994
2005-03-15,Investidores Não Residentes,12274,3.11,4774,7500,1.9
2005-03-15,Pessoa Física,108,0.03,68,40,0.009999999999999998
2005-03-15,Pessoa Jurídica Não Financeira,980,0.25,155,825,0.21
2005-03-16,Bancos,338505,84.37,359620,-21115,-5.259999999999991
2005-03-16,Invest Institucional Nacional,49073,12.23,36446,12627,3.1500000000000004
2005-03-16,Investidores Não Residentes,12597,3.14,4974,7623,1.9000000000000001
2005-03-16,Pessoa Física,58,0.01,18,40,0.01
2005-03-16,Pessoa Jurídica Não Financeira,980,0.24,155,825,0.19999999999999998
2005-03-17,Bancos,337905,84.36,358620,-20715,-5.170000000000002
2005-03-17,Invest Institucional Nacional,49193,12.28,36873,12320,3.0699999999999985
2005-03-17,Investidores Não Residentes,12427,3.1,4897,7530,1.8800000000000001
2005-03-17,Pessoa Física,58,0.01,18,40,0.01
2005-03-17,Pessoa Jurídica Não Financeira,980,0.24,155,825,0.19999999999999998
2005-03-18,Bancos,337705,83.61,361320,-23615,-5.849999999999994
2005-03-18,DTVM'S e Corretoras de Valores,400,0.1,400,0,0
2005-03-18,Invest Institucional Nacional,51918,12.85,36723,15195,3.76
2005-03-18,Investidores Não Residentes,12827,3.18,5272,7555,1.87
2005-03-18,Pessoa Física,58,0.01,18,40,0.01
2005-03-18,Pessoa Jurídica Não Financeira,980,0.24,155,825,0.19999999999999998
2005-03-21,Bancos,336560,83.5,361130,-24570,-6.090000000000003
2005-03-21,DTVM'S e Corretoras de Valores,400,0.1,400,0,0
2005-03-21,Invest Institucional Nacional,51963,12.89,36413,15550,3.860000000000001
2005-03-21,Investidores Não Residentes,13127,3.26,4972,8155,2.03
2005-03-21,Pessoa Física,58,0.01,18,40,0.01
2005-03-21,Pessoa Jurídica Não Financeira,980,0.24,155,825,0.19999999999999998
2005-03-22,Bancos,341360,83.5,366630,-25270,-6.189999999999998
2005-03-22,DTVM'S e Corretoras de Valores,800,0.2,800,0,0
2005-03-22,Invest Institucional Nacional,52882,12.94,35893,16989,4.16
2005-03-22,Investidores Não Residentes,12713,3.11,5297,7416,1.8099999999999998
2005-03-22,Pessoa Física,58,0.01,18,40,0.01
2005-03-22,Pessoa Jurídica Não Financeira,980,0.24,155,825,0.19999999999999998
2005-03-23,Bancos,340900,83.33,367710,-26810,-6.549999999999997
2005-03-23,DTVM'S e Corretoras de Valores,800,0.2,800,0,0
2005-03-23,Invest Institucional Nacional,54335,13.28,35913,18422,4.5
2005-03-23,Investidores Não Residentes,12220,2.99,4497,7723,1.8900000000000001
2005-03-23,Pessoa Física,58,0.01,18,40,0.01
2005-03-23,Pessoa Jurídica Não Financeira,780,0.19,155,625,0.15
2005-03-24,Bancos,341300,82.93,371510,-30210,-7.339999999999989
2005-03-24,DTVM'S e Corretoras de Valores,400,0.1,400,0,0
2005-03-24,Invest Institucional Nacional,55085,13.38,34863,20222,4.91
2005-03-24,Investidores Não Residentes,13820,3.36,4497,9323,2.2699999999999996
2005-03-24,Pessoa Física,158,0.04,118,40,0.010000000000000002
2005-03-24,Pessoa Jurídica Não Financeira,780,0.19,155,625,0.15
2005-03-28,Bancos,339750,82.53,371660,-31910,-7.75
2005-03-28,DTVM'S e Corretoras de Valores,400,0.1,400,0,0
2005-03-28,Invest Institucional Nacional,56655,13.76,34833,21822,5.299999999999999
2005-03-28,Investidores Não Residentes,13920,3.38,4497,9423,2.29
2005-03-28,Pessoa Física,158,0.04,118,40,0.010000000000000002
2005-03-28,Pessoa Jurídica Não Financeira,780,0.19,155,625,0.15
2005-03-29,Bancos,339900,82.44,369010,-29110,-7.060000000000002
2005-03-29,DTVM'S e Corretoras de Valores,800,0.19,800,0,0
2005-03-29,Invest Institucional Nacional,56965,13.82,37043,19922,4.84
2005-03-29,Investidores Não Residentes,13720,3.33,5197,8523,2.0700000000000003
2005-03-29,Pessoa Física,158,0.04,118,40,0.010000000000000002
2005-03-29,Pessoa Jurídica Não Financeira,780,0.19,155,625,0.15
2005-03-30,Bancos,348750,82.6,376250,-27500,-6.510000000000005
2005-03-30,DTVM'S e Corretoras de Valores,800,0.19,800,0,0
2005-03-30,Invest Institucional Nacional,58315,13.81,39516,18799,4.450000000000001
2005-03-30,Investidores Não Residentes,13520,3.2,4884,8636,2.04
2005-03-30,Pessoa Física,58,0.01,18,40,0.01
2005-03-30,Pessoa Jurídica Não Financeira,780,0.18,755,25,0
2005-03-31,Bancos,349635,81.95,372895,-23260,-5.459999999999994
2005-03-31,DTVM'S e Corretoras de Valores,1000,0.23,800,200,0.04000000000000001
2005-03-31,Invest Institucional Nacional,61230,14.35,46671,14559,3.41
2005-03-31,Investidores Não Residentes,13920,3.26,5284,8636,2.0199999999999996
2005-03-31,Pessoa Física,58,0.01,18,40,0.01
2005-03-31,Pessoa Jurídica Não Financeira,780,0.18,955,-175,-0.04000000000000001
2005-04-01,Bancos,291915,83.53,308020,-16105,-4.609999999999999
2005-04-01,DTVM'S e Corretoras de Valores,600,0.17,600,0,0
2005-04-01,Invest Institucional Nacional,46365,13.27,35768,10597,3.039999999999999
2005-04-01,Investidores Não Residentes,10520,3.01,3387,7133,2.04
2005-04-01,Pessoa Física,20,0.01,0,20,0.01
2005-04-01,Pessoa Jurídica Não Financeira,60,0.02,1705,-1645,-0.47
2005-04-04,Bancos,291415,83.16,307420,-16005,-4.570000000000007
2005-04-04,DTVM'S e Corretoras de Valores,600,0.17,650,-50,-0.01999999999999999
2005-04-04,Invest Institucional Nacional,47765,13.63,37110,10655,3.040000000000001
2005-04-04,Investidores Não Residentes,10570,3.02,3545,7025,2.01
2005-04-04,Pessoa Física,20,0.01,0,20,0.01
2005-04-04,Pessoa Jurídica Não Financeira,60,0.02,1705,-1645,-0.47
2005-04-05,Bancos,297405,83.12,313210,-15805,-4.420000000000002
2005-04-05,DTVM'S e Corretoras de Valores,600,0.17,600,0,0
2005-04-05,Invest Institucional Nacional,49045,13.71,38590,10455,2.9200000000000017
2005-04-05,Investidores Não Residentes,10680,2.98,3705,6975,1.94
2005-04-05,Pessoa Física,20,0.01,0,20,0.01
2005-04-05,Pessoa Jurídica Não Financeira,60,0.02,1705,-1645,-0.45999999999999996
2005-04-06,Bancos,301585,82.76,317490,-15905,-4.36999999999999
2005-04-06,DTVM'S e Corretoras de Valores,600,0.16,600,0,0
2005-04-06,Invest Institucional Nacional,51045,14.01,40590,10455,2.869999999999999
2005-04-06,Investidores Não Residentes,10680,2.93,4005,6675,1.83
2005-04-06,Pessoa Física,20,0.01,0,20,0.01
2005-04-06,Pessoa Jurídica Não Financeira,460,0.13,1705,-1245,-0.33999999999999997
2005-04-07,Bancos,302905,82.69,317400,-14495,-3.960000000000008
2005-04-07,DTVM'S e Corretoras de Valores,600,0.16,600,0,0
2005-04-07,Invest Institucional Nacional,51555,14.07,41710,9845,2.6799999999999997
2005-04-07,Investidores Não Residentes,10680,2.92,4305,6375,1.74
2005-04-07,Pessoa Física,120,0.03,0,120,0.03
2005-04-07,Pessoa Jurídica Não Financeira,460,0.13,2305,-1845,-0.5
2005-04-08,Bancos,306375,82.59,321170,-14795,-3.9799999999999898
2005-04-08,DTVM'S e Corretoras de Valores,400,0.11,400,0,0
2005-04-08,Invest Institucional Nacional,52495,14.15,42250,10245,2.76
2005-04-08,Investidores Não Residentes,11230,3.03,4855,6375,1.7199999999999998
2005-04-08,Pessoa Física,20,0.01,0,20,0.01
2005-04-08,Pessoa Jurídica Não Financeira,460,0.12,2305,-1845,-0.5
2005-04-11,Bancos,310535,82.62,326290,-15755,-4.189999999999998
2005-04-11,DTVM'S e Corretoras de Valores,400,0.11,400,0,0
2005-04-11,Invest Institucional Nacional,52325,13.92,42025,10300,2.74
2005-04-11,Investidores Não Residentes,12130,3.23,5060,7070,1.88
2005-04-11,Pessoa Física,20,0.01,0,20,0.01
2005-04-11,Pessoa Jurídica Não Financeira,470,0.13,2105,-1635,-0.43000000000000005
2005-04-12,Bancos,326955,83.15,341790,-14835,-3.780000000000001
