date,sector,compra,compra_pc,venda,net,net_pc
2005-01-21,Invest Institucional Nacional,3975,11.72,4133,-158,-0.46999999999999886
2005-01-21,Investidores Não Residentes,1320,3.89,667,653,1.9200000000000002
2005-01-21,Pessoa Física,20,0.06,20,0,0
2005-01-21,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.35
2005-01-24,Bancos,28510,82.89,29465,-955,-2.780000000000001
2005-01-24,Invest Institucional Nacional,4328,12.58,4123,205,0.5899999999999999
2005-01-24,Investidores Não Residentes,1537,4.47,667,870,2.53
2005-01-24,Pessoa Física,20,0.06,20,0,0
2005-01-24,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.35
2005-01-26,Bancos,28490,82.64,29145,-655,-1.9000000000000057
2005-01-26,Invest Institucional Nacional,4395,12.75,4123,272,0.7899999999999991
2005-01-26,Investidores Não Residentes,1570,4.55,1067,503,1.46
2005-01-26,Pessoa Física,20,0.06,20,0,0
2005-01-26,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.35
2005-01-27,Bancos,29690,83,30145,-455,-1.269999999999996
2005-01-27,Invest Institucional Nacional,4390,12.27,4118,272,0.7599999999999998
2005-01-27,Investidores Não Residentes,1670,4.67,1367,303,0.8500000000000001
2005-01-27,Pessoa Física,20,0.06,20,0,0
2005-01-27,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.34
2005-01-28,Bancos,31990,83.85,32445,-455,-1.2000000000000028
2005-01-28,Invest Institucional Nacional,4470,11.72,3995,475,1.25
2005-01-28,Investidores Não Residentes,1670,4.38,1570,100,0.2599999999999998
2005-01-28,Pessoa Física,20,0.05,20,0,0
2005-01-28,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.31
2005-01-31,Bancos,32990,78.2,36545,-3555,-8.429999999999993
2005-01-31,Invest Institucional Nacional,4472,10.6,3930,542,1.2799999999999994
2005-01-31,Investidores Não Residentes,4703,11.15,1570,3133,7.43
2005-01-31,Pessoa Física,20,0.05,20,0,0
2005-01-31,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.28
2005-02-01,Bancos,19810,76.09,22065,-2255,-8.659999999999997
2005-02-01,Invest Institucional Nacional,1522,5.85,2647,-1125,-4.32
2005-02-01,Investidores Não Residentes,4703,18.06,1203,3500,13.439999999999998
2005-02-01,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.46
2005-02-02,Bancos,20810,77.55,23065,-2255,-8.400000000000006
2005-02-02,Invest Institucional Nacional,1492,5.56,2617,-1125,-4.19
2005-02-02,Investidores Não Residentes,4533,16.89,1033,3500,13.040000000000001
2005-02-02,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.45
2005-02-03,Bancos,43410,86.93,45365,-1955,-3.9199999999999875
2005-02-03,Invest Institucional Nacional,1492,2.99,3417,-1925,-3.8499999999999996
2005-02-03,Investidores Não Residentes,5033,10.08,1033,4000,8.01
2005-02-03,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.24
2005-02-04,Bancos,45710,87.01,47565,-1855,-3.530000000000001
2005-02-04,Invest Institucional Nacional,1692,3.22,3617,-1925,-3.6599999999999997
2005-02-04,Investidores Não Residentes,5033,9.58,1133,3900,7.42
2005-02-04,Pessoa Física,100,0.19,100,0,0
2005-02-04,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.23
2005-02-09,Bancos,47410,87.09,48965,-1555,-2.8599999999999994
2005-02-09,Invest Institucional Nacional,1892,3.48,3817,-1925,-3.53
2005-02-09,Investidores Não Residentes,5033,9.25,1433,3600,6.62
2005-02-09,Pessoa Física,100,0.18,100,0,0
2005-02-09,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.22
2005-02-10,Bancos,48360,87.32,50215,-1855,-3.3500000000000085
2005-02-10,Invest Institucional Nacional,1892,3.42,3817,-1925,-3.4699999999999998
2005-02-10,Investidores Não Residentes,5033,9.09,1133,3900,7.04
2005-02-10,Pessoa Física,100,0.18,100,0,0
2005-02-10,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.22
2005-02-11,Bancos,50840,87.71,52715,-1875,-3.230000000000004
2005-02-11,Invest Institucional Nacional,1992,3.44,3817,-1825,-3.15
2005-02-11,Investidores Não Residentes,5033,8.68,1213,3820,6.59
2005-02-11,Pessoa Física,100,0.17,100,0,0
2005-02-11,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.21
2005-02-14,Bancos,51540,87.26,53815,-2275,-3.8499999999999943
2005-02-14,DTVM'S e Corretoras de Valores,100,0.17,0,100,0.17
2005-02-14,Invest Institucional Nacional,2192,3.71,3817,-1625,-2.75
2005-02-14,Investidores Não Residentes,5133,8.69,1213,3920,6.64
2005-02-14,Pessoa Física,100,0.17,100,0,0
2005-02-14,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.2
2005-02-15,Bancos,54100,87.7,55775,-1675,-2.719999999999999
2005-02-15,Invest Institucional Nacional,2352,3.81,4277,-1925,-3.1199999999999997
2005-02-15,Investidores Não Residentes,5133,8.32,1413,3720,6.03
2005-02-15,Pessoa Física,100,0.16,100,0,0
2005-02-15,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.19
2005-02-16,Bancos,60450,88.4,62275,-1825,-2.6699999999999875
2005-02-16,Invest Institucional Nacional,2402,3.51,4277,-1875,-2.74
2005-02-16,Investidores Não Residentes,5433,7.94,1613,3820,5.58
2005-02-16,Pessoa Física,100,0.15,100,0,0
2005-02-16,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.18
2005-02-17,Bancos,65715,88.55,66390,-675,-0.9099999999999966
2005-02-17,DTVM'S e Corretoras de Valores,100,0.13,0,100,0.13
2005-02-17,Invest Institucional Nacional,2807,3.78,4632,-1825,-2.4600000000000004
2005-02-17,Investidores Não Residentes,5433,7.32,2913,2520,3.39
2005-02-17,Pessoa Física,160,0.22,160,0,0
2005-02-17,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.16
2005-02-18,Bancos,67475,88.21,68350,-875,-1.1400000000000006
2005-02-18,Invest Institucional Nacional,3307,4.32,4782,-1475,-1.9299999999999997
2005-02-18,Investidores Não Residentes,5383,7.04,2913,2470,3.23
2005-02-18,Pessoa Física,330,0.43,330,0,0
2005-02-18,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.16
2005-02-21,Bancos,78875,89.84,70750,8125,9.25
2005-02-21,Invest Institucional Nacional,3207,3.65,13682,-10475,-11.93
2005-02-21,Investidores Não Residentes,5383,6.13,2913,2470,2.81
2005-02-21,Pessoa Física,330,0.38,330,0,0
2005-02-21,Pessoa Jurídica Não Financeira,0,0,120,-120,-0.14
2005-02-22,Bancos,81140,89.4,73615,7525,8.290000000000006
2005-02-22,Invest Institucional Nacional,3907,4.3,13732,-9825,-10.830000000000002
2005-02-22,Investidores Não Residentes,5383,5.93,2913,2470,2.7199999999999998
2005-02-22,Pessoa Física,330,0.36,330,0,0
2005-02-22,Pessoa Jurídica Não Financeira,0,0,170,-170,-0.19
2005-02-23,Bancos,83540,89.67,76015,7525,8.070000000000007
2005-02-23,Invest Institucional Nacional,3907,4.19,13765,-9858,-10.59
2005-02-23,Investidores Não Residentes,5383,5.78,2880,2503,2.6900000000000004
2005-02-23,Pessoa Física,330,0.35,330,0,0
2005-02-23,Pessoa Jurídica Não Financeira,0,0,170,-170,-0.18
2005-02-24,Bancos,83440,88.71,75615,7825,8.319999999999993
2005-02-24,Invest Institucional Nacional,4902,5.21,14934,-10032,-10.670000000000002
2005-02-24,Investidores Não Residentes,5383,5.72,3006,2377,2.5199999999999996
2005-02-24,Pessoa Física,330,0.35,330,0,0
2005-02-24,Pessoa Jurídica Não Financeira,0,0,170,-170,-0.18
2005-02-25,Bancos,83540,88.72,75715,7825,8.310000000000002
2005-02-25,Invest Institucional Nacional,4902,5.21,14939,-10037,-10.66
2005-02-25,Investidores Não Residentes,5383,5.72,3006,2377,2.53
2005-02-25,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-02-25,Pessoa Física,330,0.35,330,0,0
2005-02-25,Pessoa Jurídica Não Financeira,0,0,170,-170,-0.18
2005-02-28,Bancos,84840,86.87,79215,5625,5.760000000000005
2005-02-28,Invest Institucional Nacional,5277,5.4,14944,-9667,-9.9
2005-02-28,Investidores Não Residentes,7213,7.39,3006,4207,4.31
2005-02-28,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-02-28,Pessoa Física,330,0.34,330,0,0
2005-02-28,Pessoa Jurídica Não Financeira,0,0,170,-170,-0.17
2005-03-01,Bancos,65810,87.48,59315,6495,8.63000000000001
2005-03-01,Invest Institucional Nacional,3110,4.13,13470,-10360,-13.780000000000001
2005-03-01,Investidores Não Residentes,5930,7.88,1900,4030,5.35
2005-03-01,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-01,Pessoa Física,230,0.31,230,0,0
2005-03-01,Pessoa Jurídica Não Financeira,140,0.19,310,-170,-0.21999999999999997
2005-03-02,Bancos,65810,87.79,59325,6485,8.650000000000006
2005-03-02,Invest Institucional Nacional,3115,4.16,13475,-10360,-13.82
2005-03-02,Investidores Não Residentes,5930,7.91,1900,4030,5.380000000000001
2005-03-02,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-02,Pessoa Física,90,0.12,90,0,0
2005-03-02,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.22
2005-03-03,Bancos,68710,88.23,62025,6685,8.579999999999998
2005-03-03,Invest Institucional Nacional,3160,4.06,13630,-10470,-13.440000000000001
2005-03-03,Investidores Não Residentes,5900,7.58,1960,3940,5.0600000000000005
2005-03-03,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-03,Pessoa Física,90,0.12,90,0,0
2005-03-03,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.21
2005-03-04,Bancos,70110,88.66,63225,6885,8.700000000000003
2005-03-04,Invest Institucional Nacional,2960,3.74,13630,-10670,-13.499999999999998
2005-03-04,Investidores Não Residentes,5900,7.46,1960,3940,4.98
2005-03-04,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-04,Pessoa Física,90,0.11,90,0,0
2005-03-04,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.19999999999999998
2005-03-07,Bancos,70310,88.37,63725,6585,8.280000000000001
2005-03-07,DTVM'S e Corretoras de Valores,100,0.13,0,100,0.13
2005-03-07,Invest Institucional Nacional,3150,3.96,13620,-10470,-13.16
2005-03-07,Investidores Não Residentes,5900,7.42,1960,3940,4.96
2005-03-07,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-07,Pessoa Física,90,0.11,90,0,0
2005-03-07,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.19999999999999998
2005-03-08,Bancos,69710,88.05,63325,6385,8.069999999999993
2005-03-08,Invest Institucional Nacional,3460,4.37,13630,-10170,-12.849999999999998
2005-03-08,Investidores Não Residentes,5900,7.45,1960,3940,4.970000000000001
2005-03-08,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-08,Pessoa Física,90,0.11,90,0,0
2005-03-08,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.19999999999999998
2005-03-09,Bancos,69810,88.29,63925,5885,7.440000000000012
2005-03-09,Invest Institucional Nacional,3250,4.11,12980,-9730,-12.310000000000002
2005-03-09,Investidores Não Residentes,5900,7.46,1900,4000,5.0600000000000005
2005-03-09,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-09,Pessoa Física,90,0.11,90,0,0
2005-03-09,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.21
2005-03-10,Bancos,71110,87.62,65825,5285,6.510000000000005
2005-03-10,Invest Institucional Nacional,3945,4.86,12975,-9030,-11.129999999999999
2005-03-10,Investidores Não Residentes,6000,7.39,2100,3900,4.8
2005-03-10,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-10,Pessoa Física,90,0.11,90,0,0
2005-03-10,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.19999999999999998
2005-03-11,Bancos,75210,87.29,70625,4585,5.320000000000007
2005-03-11,Invest Institucional Nacional,4545,5.28,12975,-8430,-9.780000000000001
2005-03-11,Investidores Não Residentes,6300,7.31,2300,4000,4.64
2005-03-11,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-11,Pessoa Física,90,0.1,90,0,0
2005-03-11,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.19
2005-03-14,Bancos,76515,87.39,72230,4285,4.900000000000006
2005-03-14,Invest Institucional Nacional,4640,5.3,12770,-8130,-9.280000000000001
2005-03-14,Investidores Não Residentes,6300,7.2,2300,4000,4.57
2005-03-14,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-14,Pessoa Física,90,0.1,90,0,0
2005-03-14,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.18
2005-03-15,Bancos,76825,86.74,73440,3385,3.819999999999993
2005-03-15,DTVM'S e Corretoras de Valores,300,0.34,0,300,0.34
2005-03-15,Invest Institucional Nacional,5040,5.69,12570,-7530,-8.5
2005-03-15,Investidores Não Residentes,6300,7.11,2300,4000,4.51
2005-03-15,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-15,Pessoa Física,90,0.1,90,0,0
2005-03-15,Pessoa Jurídica Não Financeira,10,0.01,170,-160,-0.18
2005-03-16,Bancos,77805,86.88,74240,3565,3.9799999999999898
2005-03-16,Invest Institucional Nacional,4840,5.4,12770,-7930,-8.86
2005-03-16,Investidores Não Residentes,6800,7.59,2300,4500,5.02
2005-03-16,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-16,Pessoa Física,90,0.1,90,0,0
2005-03-16,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.16
2005-03-17,Bancos,80405,86.88,76440,3965,4.289999999999992
2005-03-17,DTVM'S e Corretoras de Valores,200,0.22,0,200,0.22
2005-03-17,Invest Institucional Nacional,5040,5.45,13447,-8407,-9.079999999999998
2005-03-17,Investidores Não Residentes,6800,7.35,2423,4377,4.7299999999999995
2005-03-17,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-17,Pessoa Física,90,0.1,90,0,0
2005-03-17,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.15
2005-03-18,Bancos,84205,85.53,82340,1865,1.8900000000000006
2005-03-18,DTVM'S e Corretoras de Valores,100,0.1,0,100,0.1
2005-03-18,Invest Institucional Nacional,5220,5.3,13447,-8227,-8.36
2005-03-18,Investidores Não Residentes,8820,8.96,2423,6397,6.500000000000001
2005-03-18,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-18,Pessoa Física,90,0.09,90,0,0
2005-03-18,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.13999999999999999
2005-03-21,Bancos,84605,85.68,82640,1965,1.990000000000009
2005-03-21,Invest Institucional Nacional,5220,5.29,13447,-8227,-8.329999999999998
2005-03-21,Investidores Não Residentes,8820,8.93,2423,6397,6.4799999999999995
2005-03-21,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-03-21,Pessoa Física,90,0.09,90,0,0
2005-03-21,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.13999999999999999
2005-03-22,Bancos,84905,84.19,84040,865,0.8599999999999994
2005-03-22,Invest Institucional Nacional,6902,6.84,14147,-7245,-7.1899999999999995
2005-03-22,Investidores Não Residentes,8938,8.86,2423,6515,6.459999999999999
2005-03-22,Outras Jurídicas Financeiras,5,0,0,5,0
2005-03-22,Pessoa Física,90,0.09,90,0,0
2005-03-22,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.13999999999999999
2005-03-23,Bancos,86905,83.44,87340,-435,-0.4200000000000017
2005-03-23,Invest Institucional Nacional,7902,7.59,14147,-6245,-5.99
2005-03-23,Investidores Não Residentes,9138,8.77,2423,6715,6.4399999999999995
2005-03-23,Outras Jurídicas Financeiras,5,0,0,5,0
2005-03-23,Pessoa Física,190,0.18,90,100,0.09
2005-03-23,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.13
2005-03-24,Bancos,88305,83.58,88940,-635,-0.6000000000000085
2005-03-24,Invest Institucional Nacional,7902,7.48,14047,-6145,-5.82
2005-03-24,Investidores Não Residentes,9338,8.84,2423,6915,6.55
2005-03-24,Outras Jurídicas Financeiras,5,0,0,5,0
2005-03-24,Pessoa Física,90,0.09,90,0,0
2005-03-24,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.13
2005-03-28,Bancos,87905,83.37,88625,-720,-0.6899999999999977
2005-03-28,Invest Institucional Nacional,8087,7.67,14147,-6060,-5.75
2005-03-28,Investidores Não Residentes,9338,8.86,2423,6915,6.56
2005-03-28,Outras Jurídicas Financeiras,5,0,0,5,0
2005-03-28,Pessoa Física,90,0.09,90,0,0
2005-03-28,Pessoa Jurídica Não Financeira,10,0.01,150,-140,-0.13
2005-03-29,Bancos,86975,83.07,88225,-1250,-1.190000000000012
2005-03-29,Invest Institucional Nacional,7887,7.53,13970,-6083,-5.81
2005-03-29,Investidores Não Residentes,9738,9.3,2300,7438,7.1000000000000005
2005-03-29,Outras Jurídicas Financeiras,5,0,0,5,0
2005-03-29,Pessoa Física,90,0.09,90,0,0
2005-03-29,Pessoa Jurídica Não Financeira,10,0.01,120,-110,-0.1
2005-03-30,Bancos,87825,82.62,89125,-1300,-1.2199999999999989
2005-03-30,Invest Institucional Nacional,8300,7.81,15070,-6770,-6.37
2005-03-30,Investidores Não Residentes,10075,9.48,1900,8175,7.69
2005-03-30,Outras Jurídicas Financeiras,5,0,0,5,0
2005-03-30,Pessoa Física,90,0.08,90,0,0
2005-03-30,Pessoa Jurídica Não Financeira,10,0.01,120,-110,-0.1
2005-03-31,Bancos,90225,81.65,90925,-700,-0.6299999999999955
2005-03-31,DTVM'S e Corretoras de Valores,0,0,200,-200,-0.18
2005-03-31,Invest Institucional Nacional,8300,7.51,16712,-8412,-7.609999999999999
2005-03-31,Investidores Não Residentes,11875,10.75,2458,9417,8.53
2005-03-31,Outras Jurídicas Financeiras,5,0,0,5,0
2005-03-31,Pessoa Física,90,0.08,90,0,0
2005-03-31,Pessoa Jurídica Não Financeira,10,0.01,120,-110,-0.1
2005-04-01,Bancos,62435,80.17,63455,-1020,-1.3100000000000023
2005-04-01,Invest Institucional Nacional,5353,6.87,13847,-8494,-10.91
2005-04-01,Investidores Não Residentes,10087,12.95,578,9509,12.209999999999999
2005-04-01,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-04,Bancos,62435,79.45,64155,-1720,-2.1899999999999977
2005-04-04,DTVM'S e Corretoras de Valores,100,0.13,0,100,0.13
2005-04-04,Invest Institucional Nacional,5953,7.58,13847,-7894,-10.040000000000001
2005-04-04,Investidores Não Residentes,10087,12.84,578,9509,12.1
2005-04-04,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-05,Bancos,65385,80.15,66555,-1170,-1.4299999999999926
2005-04-05,Invest Institucional Nacional,6103,7.48,14447,-8344,-10.23
2005-04-05,Investidores Não Residentes,10087,12.36,578,9509,11.649999999999999
2005-04-05,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-06,Bancos,63565,80.3,64055,-490,-0.6200000000000045
2005-04-06,Invest Institucional Nacional,5503,6.95,14547,-9044,-11.43
2005-04-06,Investidores Não Residentes,10087,12.74,558,9529,12.040000000000001
2005-04-06,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-07,Bancos,61565,79.89,62155,-590,-0.769999999999996
2005-04-07,Invest Institucional Nacional,5403,7.01,14347,-8944,-11.610000000000001
2005-04-07,Investidores Não Residentes,10087,13.09,558,9529,12.37
2005-04-07,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-08,Bancos,64165,79.45,65855,-1690,-2.0900000000000034
2005-04-08,Invest Institucional Nacional,5503,6.81,14347,-8844,-10.950000000000003
2005-04-08,Investidores Não Residentes,11087,13.73,558,10529,13.040000000000001
2005-04-08,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-11,Bancos,65815,80.7,65955,-140,-0.1700000000000017
2005-04-11,Invest Institucional Nacional,4653,5.71,15047,-10394,-12.739999999999998
2005-04-11,Investidores Não Residentes,11087,13.59,558,10529,12.91
2005-04-11,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-12,Bancos,65815,80.7,65855,-40,-0.03999999999999204
2005-04-12,Invest Institucional Nacional,4653,5.71,15147,-10494,-12.86
2005-04-12,Investidores Não Residentes,11087,13.59,558,10529,12.91
2005-04-12,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-13,Bancos,66915,81.31,65955,960,1.1700000000000017
2005-04-13,Invest Institucional Nacional,4173,5.07,15627,-11454,-13.919999999999998
2005-04-13,Investidores Não Residentes,11207,13.62,718,10489,12.75
2005-04-13,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-14,Bancos,67515,81.05,66855,660,0.789999999999992
2005-04-14,Invest Institucional Nacional,4517,5.42,15727,-11210,-13.459999999999999
2005-04-14,Investidores Não Residentes,11263,13.52,718,10545,12.66
2005-04-14,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-15,Bancos,67515,81.05,66855,660,0.789999999999992
2005-04-15,Invest Institucional Nacional,4517,5.42,15727,-11210,-13.459999999999999
2005-04-15,Investidores Não Residentes,11263,13.52,718,10545,12.66
2005-04-15,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-18,Bancos,67715,81.1,67255,460,0.5599999999999881
2005-04-18,Invest Institucional Nacional,4517,5.41,15527,-11010,-13.190000000000001
2005-04-18,Investidores Não Residentes,11263,13.49,718,10545,12.63
2005-04-18,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-19,Bancos,68915,80.7,69055,-140,-0.1599999999999966
2005-04-19,Invest Institucional Nacional,5037,5.9,15527,-10490,-12.28
2005-04-19,Investidores Não Residentes,11443,13.4,818,10625,12.440000000000001
2005-04-19,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-20,Bancos,68715,80.18,68855,-140,-0.1599999999999966
2005-04-20,Invest Institucional Nacional,5237,6.11,15727,-10490,-12.240000000000002
2005-04-20,Investidores Não Residentes,11743,13.7,1118,10625,12.399999999999999
2005-04-20,Outras Jurídicas Financeiras,5,0.01,0,5,0.01
2005-04-22,Bancos,71115,80.72,70660,455,0.519999999999996
2005-04-22,Invest Institucional Nacional,5237,5.94,16247,-11010,-12.5
2005-04-22,Investidores Não Residentes,11743,13.33,1198,10545,11.97
2005-04-22,Outras Jurídicas Financeiras,10,0.01,0,10,0.01
2005-04-25,Bancos,70615,80.38,70310,305,0.3499999999999943
2005-04-25,Invest Institucional Nacional,5387,6.13,16347,-10960,-12.48
2005-04-25,Investidores Não Residentes,11743,13.37,1198,10545,12.01
2005-04-25,Outras Jurídicas Financeiras,10,0.01,0,10,0.01
2005-04-25,Pessoa Física,100,0.11,0,100,0.11
2005-04-26,Bancos,68515,79.99,68210,305,0.35999999999999943
